doctor_id,first_name,last_name,dept_id,specialization,phone,email,hire_date
265,Rohan,Dutta,4,Surgery,-1545444237,rohan.dutta265@hosp.org,5/22/2013
266,Meera,Mitra,13,Emergency,-2074466518,meera.mitra266@hosp.org,11/18/2023
267,Tanya,Ghosh,11,Pediatrics,-8758428150,tanya.ghosh267@hosp.org,7/23/2018
268,Pooja,Mondal,18,Physician,-5135346463,pooja.mondal268@hosp.org,2/17/2021
269,Rohan,Mehra,4,Surgery,-999173725,rohan.mehra269@hosp.org,11/19/2019
270,Rohan,Iyer,2,Physician,-2356972430,rohan.iyer270@hosp.org,12/8/2018
271,Rahul,Bose,11,Cardiology,-743292621,rahul.bose271@hosp.org,10/12/2021
272,Neha,Iyer,13,Neurology,-7600834967,neha.iyer272@hosp.org,4/10/2012
273,Arjun,Singh,8,Pediatrics,-5421689330,arjun.singh273@hosp.org,1/9/2009
274,Rohan,Dutta,15,Emergency,-6257532512,rohan.dutta274@hosp.org,1/11/2013
275,Pooja,Ghosh,1,Physician,-1506488999,pooja.ghosh275@hosp.org,11/5/2022
276,Anita,Singh,2,Radiology,-6761847139,anita.singh276@hosp.org,10/2/2014
277,Neha,Roy,17,Orthopedics,-9926189050,neha.roy277@hosp.org,5/20/2010
278,Sunita,Ghosh,20,Pediatrics,-4835641996,sunita.ghosh278@hosp.org,8/28/2012
279,Sunita,Chakraborty,8,Cardiology,-119721720,sunita.chakraborty279@hosp.org,9/27/2013
280,Vikram,Mehra,10,Orthopedics,-7012045470,vikram.mehra280@hosp.org,2/17/2010
281,Meera,Singh,5,Physician,-5579415430,meera.singh281@hosp.org,12/27/2016
282,Amit,Mehra,9,Neurology,-7621202078,amit.mehra282@hosp.org,10/29/2018
283,Tanya,Mehra,6,Neurology,-5902771579,tanya.mehra283@hosp.org,6/2/2009
284,Anjali,Chakraborty,1,Pediatrics,-5889163665,anjali.chakraborty284@hosp.org,5/2/2011
285,Ishita,Mitra,2,Cardiology,-2877217444,ishita.mitra285@hosp.org,3/28/2014
286,Meera,Rao,8,Neurology,-6317797086,meera.rao286@hosp.org,2/2/2015
287,Anita,Nair,1,Radiology,-6608801903,anita.nair287@hosp.org,5/27/2019
288,Ishita,Ghosh,15,Emergency,-5037589884,ishita.ghosh288@hosp.org,1/21/2024
289,Sanjay,Roy,4,Pediatrics,-554885011,sanjay.roy289@hosp.org,1/16/2019
290,Pooja,Iyer,4,Orthopedics,-9331637260,pooja.iyer290@hosp.org,4/18/2017
291,Meera,Khan,4,Surgery,-7982707995,meera.khan291@hosp.org,2/14/2021
292,Sunita,Rao,6,Physician,-2169958578,sunita.rao292@hosp.org,7/14/2023
293,Vikram,Mondal,13,Emergency,-4722698394,vikram.mondal293@hosp.org,12/19/2023
294,Ishita,Ghosh,7,Pediatrics,-9452288424,ishita.ghosh294@hosp.org,8/11/2020
295,Sunita,Khan,19,Neurology,-8460810529,sunita.khan295@hosp.org,1/12/2023
296,Meera,Ghosh,9,Physician,-4420437966,meera.ghosh296@hosp.org,4/19/2010
297,Deepak,Jain,8,Neurology,-3840666489,deepak.jain297@hosp.org,4/16/2008
298,Anjali,Ghosh,20,Surgery,-3598933381,anjali.ghosh298@hosp.org,4/24/2023
299,Ravi,Bose,6,Radiology,-6064842203,ravi.bose299@hosp.org,2/16/2008
300,Rahul,Mehra,5,Cardiology,-2590947894,rahul.mehra300@hosp.org,8/20/2009
301,Rahul,Rao,8,Physician,-8182688524,rahul.rao301@hosp.org,12/17/2012
302,Riya,Chakraborty,11,Emergency,-4398780066,riya.chakraborty302@hosp.org,5/22/2013
303,Deepak,Mitra,8,Cardiology,-5616483994,deepak.mitra303@hosp.org,7/15/2019
